ReviewId,RecipeId,AuthorId,AuthorName,Review,DateSubmitted,DateModified
1195816,1133,602094,Shannon Allen,"I thought this was pretty bland, also kind of eggy tasting. I think maybe some swiss cheese would have been good to throw in there. Not sure, but this was missing something.",02/27/2011 04:34:22,02/27/2011 04:34:22
1195911,170,1840792,bunnytwoshoe,"I knew it would be simple to make, but I didn't think it would be as delicious as it is with just salt and pepper (but of course, the flavours of the ingredients shine this way).<br/><br/>I made a couple of modifications.  I used ground pork instead of ground beef, since I'm trying to reduce the amount of beef we eat.  I added green beans, carrots and mushrooms, as an extra layer between the meat which I split into two layers.<br/><br/>I thought it was a bit strange to just put the canned tomatoes on top, but it totally worked.  They and the peppers in the second last layer baked into a delicious sort of crust.",02/28/2011 03:52:17,02/28/2011 03:52:17
1198621,468,1657859,Diabeticdelimma1,Great mix of flavors for us salmon lovers!,03/08/2011 22:21:43,03/08/2011 22:21:43
1198727,1217,422893,Mandy,I had some leftover pre-made pizza crusts so made this for DD and I for brekky but didn't mix it all as I was worried about it dripping off the bases. I spread the bacon & cheese over and made a well to crack the egg into on each one..very nice for something different!,03/09/2011 04:18:58,03/09/2011 04:18:58
1199339,490,588412,Riverside Len,Very good.  I thought it's a tad complicated as you need to zest an orange and grate ginger but the flavors all come together for a very nice dish.  I didn't have coriander so I omitted it.  I'll be making this again.,03/11/2011 07:01:06,03/11/2011 07:01:06
1199377,1883,6258,Miss Annie,"I liked this recipe, and found it very easy to make.  I made sure to drain the sliced apples very well to keep it from being runny as one reviewer reported.  The taste was good, especially with the cheese.  Certainly All-American flavor.  Thank you so much for sharing your recipe.",04/03/2007 21:15:23,04/03/2007 21:15:23
1199378,1883,28442,Terri F.,"Needed a side dish to go with smoked sausage when the grandkids were coming to visit. This looked interesting. I thought I would have leftovers, and I did... for about 12 hours. They ate the rest for breakfast!! I used sharp cheddar to please husband's tastes. Thanks for a great recipe, I will be making this one again and again, especially when my grandchildren are here!",02/16/2002 20:36:55,02/16/2002 20:36:55
1199379,1883,6125,Vivian Simmons,It was very runny and need a little flavor.Much better if you use fresh apples.,03/12/2001 17:52:05,03/12/2001 17:52:05
1199799,468,165933,Paka1931,"They don't make enough starts for this recipe!  I did add some garlic and fresh ground pepper, also topped the salmon with chopped green onion.  I baked it in foil at 400degrees for 20 minutes and it turned out perfect.  I served it with garden beans and squash and of course a potato for DH!  I made the mistake of tossing out the excess marinade, will never do that again.  I will reduce it and drizzle it over the fillets on the plates.  This was super easy, tasted terrific and looked so beautiful.  Thank you.",03/12/2011 21:09:31,03/12/2011 21:09:31
1200429,608,104082,Boyz 5,"This is my ""go-to"" recipe whenever I crave bean salad!....What I have done so that it's easy to remember,I use 1/2 a cup of each the oil,vinegar and sugar and 1 teaspoon each of the salt,pepper,mustard and celery seed....I omit the green pepper and if I happen to have lima beans on hand,I'll add them otherwise I omit them....Today I've decided to omit the onion as well;However it's all good!....A good basic recipe....Thanks for posting!",03/14/2011 20:23:47,03/14/2011 20:23:47
1201110,76,368897,PatriotsGirl,"I come from a large Italian family and this is definitely an authentic alfredo sauce, similar to how my grandmother makes it. I think the problem people have with blandness is that they are not using high quality cheese. I use freshly grated aged Locatelli pecorino romano, and it adds plenty of punch to this recipe without tweaking it at all. Plain old parmesan would definitely make for a bland sauce...buy high quality Italian cheese and see what a difference it makes :-)",03/16/2011 15:37:16,03/16/2011 15:37:16
1201470,1982,1269948,Szatkowski Family C,"I typically use cream cheese and a half of a packet of Good Season's mix to make a bread dip for homemade breadsticks.  Of course, I went to find some as the dough was rising and I was out.  This was a great substitute!  I don't know about how it would rate as a dressing but it was good for the mix.  It did seem to be heavy in the oregano (and I did half the salt as reviewers suggested )so I don't know about an exact match but I still think it was great!",03/17/2011 16:36:09,03/17/2011 16:36:09
1201575,809,581162,EKOFaith,"Great recipe. I made a few modifications to initial recipe- I used the whole bottle of Guiness (< 2c), 1c of beef broth, fresh rosemary instead of dried as that was what I had, about a pound of carrots, and added 5 potatoes, peeled and diced. I browned the roast initially and cooked the onions in the pan with the oil and bay leaves like the recipe stated but I then placed the whole roast in the crockpot to cook (not cut into chunks) and shredded after it cooked- just fell apart easily. I put all ingredients in the crock pot and let cook on low for 8 hours. Wonderful flavor and many compliments!! People that don't like beer even loved the taste as the guiness was not overwhelming. Thanks for a great recipe I will definitely make again!",03/17/2011 23:51:42,03/17/2011 23:51:42
1201771,809,358698,Messy44,"This was very good.  Made mostly as directed, but put in oven in a big pot covered for a few hours rather than cooking on stove.  Will make again.  Thanks.",03/18/2011 16:05:01,03/18/2011 16:05:01
1201820,1209,1857765,pachinko2k_9248350,"yummy! i added sliced water chestnuts and shredded mozzarella mixed in, and sprinkled more mozzarella on top",03/18/2011 19:02:27,03/18/2011 19:02:27
1202797,1209,1622913,katobow,"Perfect!  I've never mastered this dip for some reason.  Now, I've got it down!  Thank you!",03/21/2011 19:08:36,03/21/2011 19:08:36
1202838,420,1860682,r_fletcher28_114953,This cake is awesome!  It isn't super heavy like most carrot cakes.  It has great texture AND great flavor!  Only thing I added was a teaspoon of almond flavoring.  I also used a different frosting but that's because I have a favorite frosting!  I baked at 350 for 30-35 minutes in a 9 inch round--perfect!!  I'm using this cake for my sister's wedding.,03/21/2011 15:11:19,03/21/2011 15:11:19
1203126,76,1861593,barclay.sarah,"I just made this sauce in my very own microwave and it took about 5 minutes.  The sauce is DELICIOUS!  The sauce was a little too thin for my liking, so the only thing I did different was I added 1/2 TBSP of flour after some of the cheese had melted and mixed it in and microwaved it for about another minute and a half.  The sauce was not bland for me, but I used authentic Parmesan cheese.  Also, I did not need to add salt because the cheese made it salty enough for my taste.  Enjoy!!",03/22/2011 05:30:30,03/22/2011 05:30:30
1203840,749,1622913,katobow,"I'm sorry but I did not like this at all.  I'm a big time low carber and love Italian dishes, and love zucchini normally,  but this just didn't work out at all.  I even grilled the zucchini but instead of blending in, it stood out and never blended with the other ingredients, tasting like grass for some reason.  I followed this recipe exactly, except for adding 1/2 tablespoon of garlic instead of just the mashed clove.  I did end up eating around the zucchini but I still wasn't thrilled.  Sorry.",03/24/2011 04:21:10,03/24/2011 04:21:10
1205045,468,1865961,KissTheCook,Such a quick and delicious recipe!,03/26/2011 22:02:51,03/26/2011 22:02:51
1205433,66,679953,weekend cooker,"Other than leaving out the dry mustard, made recipe as posted.  Great Sauce !!  Used it on some drumsticks tonight as they were on sale..  It definately beats some of the store brand names.  Made for I recommend.",03/29/2011 05:33:09,03/29/2011 05:33:09
1205440,1356,1428732,Chef Coconuts,"Added extra rice about half a cup, 1 tsp cilantro and I precooked the rice.",03/29/2011 06:16:37,03/29/2011 06:16:37
1205649,744,451233,Ven-Jor Mom,I tried making Yorkshire Pudding years ago and they failed miserably.  I tried your recipe and they turned out perfectly!!! DH ate five of them!!! Thanks will be making these often!!!,03/29/2011 23:22:55,03/29/2011 23:22:55
1205966,1559,116856,Poutine,Sorry but I didn't like the chicken..... I don't know if maybe I didn't slice the lemon slices thin enough but the chicken had a bitter taste that I didn't enjoy.....it was a little bland for my taste....,03/30/2011 23:41:30,03/30/2011 23:41:30
1205983,809,241140,Born2cook,"We loved this - it was simple enough that my kids didn't fuss about it!  I made it to use up some stout, but I will buy more so I can make it.",03/31/2011 01:04:44,03/31/2011 01:04:44
1206770,362,1639208,Laura Pie,"Not very successful for me.  I'm not sure what I did wrong but the flour made the chicken very gooey so if I made this recipe again, I'd give the flour a miss I think.",04/03/2011 17:07:51,04/03/2011 17:07:51
1206925,1522,108807,lucky ladybug,"Hopping on the bandwagon... these are some tasty enchiladas!  I subbed regular onions for green and upped the garlic, but didn't add any cheese inside the enchiladas (I didn't have enough, and I figured it would be lower-calorie that way anyway.)  I like a creamy enchilada, so I worried these would be dry, but they tasted divine.  The little bit of bacon gave these a great flavor. Thanks! This will go in my recipe rotation.",04/04/2011 01:48:02,04/04/2011 01:48:02
1207545,314,320849,Meredith C-ville,"I used the juice of just 1 orange in part because I only had balsamic vinegar and I thought the sweetness would be enough. I decided to wilt my bok choy a bit in the same pan I did the chicken in, and tossed it with the dressing in that pan. I also used bamboo shoots and some baby corn. I topped the salad with some toasted almonds for a tasty garnish. I made the dressing a day ahead and it really improved over the 24 hours.",04/05/2011 14:24:29,04/05/2011 14:24:29
1208211,1580,1366254,GingerlyJ,delicous and simple.. this will grace my easter table this year,04/08/2011 00:14:52,04/08/2011 00:14:52
1209138,749,1301961,geniabeme,"Made this tonight and it was great! I  zapped the zuch in the microwave for 2 mins to save some time, used some  marinara sauce from a jar instead of fresh tomatoes, and used ricotta and everything came out great. Thanks for the recipe!",04/10/2011 02:37:28,04/10/2011 02:37:28
1211067,607,1884444,JustCallmeBettyCroc,A family friend made this soup and brought it to a potluck.  I had never had French Onion soup before and wasn't very willing to try it at first.  I was finally convinced to try a small dish and OMG I fell in love with french onion soup.  I purchased a can of Campbell's French Onion soup but it doesn't even begin to come close to how good this soup tastes.  I am glad that I found the recipe and now make it myself.  It's really not that hard at all to make.  I have a cuisnart food processor that I used for the onions & that really is the worst part of making the soup the onions.  I just made another batch today...sure it won't last long :),04/15/2011 22:50:02,04/15/2011 22:50:02
1211090,744,1883932,cupcakesarelife,"My family enjoyed these. Being from the U.S., they compared Yorkshire Pudding to French Toast. I used bacon fat as the base for this recipie and three eggs only.",04/16/2011 16:11:19,04/16/2011 16:11:19
1211255,1356,96177,BakinBaby,I've made these so many times and forgot to post my review. Quick and Easy!  I added more tomaotes and a dash of seasoned salt.,04/20/2011 00:22:19,04/20/2011 00:22:19
1211664,1209,657197,FullyClothedChef,"An absolute keeper and crowd pleaser! I, like so many before me, used 1 cup parm, and ! cup motz.  before it went in the oven, I was a little worried it would be too stiff, but it melted right up and became the perfect gooey consistency!  Thank you so much for this, I will for sure be using it in the future.",04/20/2011 20:49:31,04/20/2011 20:49:31
1211811,266,1889798,Sedsibi2985,The only thing I did differently was to finish the potatoes in the oven. It only take about 10 minutes for the second baking and it makes them almost as good as using the oven the whole time.,04/21/2011 02:05:08,04/21/2011 02:05:08
1212194,129,865818,Froggus.,"i made mine with diet gingerale, non-fat pink lemonade sorbet, and trop50...for a 'skinny' version.  i used prosecco, and floated frozen raspberries on top.. SO GOOOD!  break out the punch bowl, this one is a HIT!",04/23/2011 03:25:48,04/23/2011 03:25:48
1212305,749,1732352,Chelsea Marie,"This was great! Definitely going to make again, I don't even miss regular lasagna! Both my roommate and my mom were surprised at how good it was and asked for the recipe. The only change I made was I used jar sauce and added extra cheese, it still turned out great.",04/23/2011 19:06:10,04/23/2011 19:06:10
1213255,1136,644827,nopolo,"We like spicey, so I used Rotel canned tomatoes.  There was no juice in the mixture, so added 1 smallest can tomato sauce and 1 more TAB chili powder.  It was very tasty, but topping didn't firm up.  It didn't brown and was mushy.  What did I do wrong?",04/26/2011 21:12:08,04/26/2011 21:12:08
1213380,1809,303545,Pikake21,"Very good, and simple to prepare.  Once everything is grated, you just mix and dump :) I think that personally I would have preferred a crust, but it didn't necessarily need one.  Would be great for brunch, when you want something a little lighter (and possibly crustless).  The flavor was well-rounded--I didn't go above and beyond with any other seasonings.  Thanks for the recipe, Quick 'n' Easy!",04/27/2011 09:20:31,04/27/2011 09:20:31
1213493,1955,29820,Dea7052,"I tried this recipe and it didn't turn out.  I've wanted to make pumpkin fudge for a very long time.  When I tasted the fudge, it just tasted like spices no pumpkin taste at all.  I let it cool in the pan and before I could beat it, it hardened and got stuck in the pan.  We had to soak it for over an hour before prying it out of the pan.  I won't be trying this recipe again.  Dea",08/07/2003 01:39:03,08/07/2003 01:39:03
1213494,1955,220348,Studentchef,"This was a real nice recipe, but I thought the 3 cups of sugar was a little too much for the recipe. Don't get me wrong, I have a real sweet tooth, but it was a little hard to get past the sweetness of this recipe.",11/02/2008 23:14:18,11/02/2008 23:14:18
1213535,76,1895595,Iwannacook2,I've done a very similar sauce. For extra flavor I used an Italian seasoned parmesan cheese mix from the can. Wife and kids always offer up this dish when I ask them what we should have for dinner.,04/26/2011 23:32:54,04/26/2011 23:32:54
1214970,965,133174,PaulaG,Made as written  using the anchovy paste.  The recipe could easily dress salad for 4.  It was a nice change from the customery Greek dressing with lemon.  Thank you for sharing the recipe.,05/03/2011 14:02:31,05/03/2011 14:02:31
1215073,1947,1900559,IFortuna,"BTW, raisins are a good addition only I would use golden raisins and mush them up with a mortar and pestle or food processor.  If you like you mole sweet try adding agave syrup which is a little better on the glycemic index and has a very nice full bodied flavor the marries well with the mole.",05/03/2011 20:29:01,05/03/2011 20:29:01
1215677,965,738401,Garlic Chick,"Excellent!  I love the rich taste of anchovies - yum.  I made as stated but added a pinch of oregano.  From having read other reviews, I didn't increase the garlic and it was great as written.  Thanks for a great recipe!",05/06/2011 01:16:01,05/06/2011 01:16:01
1216281,773,176615,LonghornMama,"Really good, beautiful, and easy. Instead of canned, I threw a few handfuls of frozen corn in a skillet and pan-roasted it. Also used light ranch. Looking forward to leftovers for lunch tomorrow. Thanks for sharing the recipe!",05/09/2011 04:25:36,05/09/2011 04:25:36
1216415,1209,743937,Tinks599,"So, this dip makes a HUGE batch. I took the leftovers to work the next day and it was gone before 10:00 am! Now, I've made this again, but I put it in smaller custard dishes lined with parchment paper, covered it tightly and froze it.  To be on the safe side, I set the bowl in warm water straight out of the freezer for about 10 minutes (because I worry the bowl may crack) then I bake it in the oven until the top gets golden brown.  Several times over the past couple months, we've had company or gotten the munchies and were able to just pop this in the oven and serve with crackers or (my favorite) tortilla chips!  Everyone has asked for the recipe, it is the best I think I've ever had!!!",05/07/2011 22:49:07,05/07/2011 22:49:07
1217033,749,800776,Candy Trap,Finally a guilt free lasagne recipe :-) Made this twice already and really love it! Thanks Marg!,05/11/2011 21:28:25,05/11/2011 21:28:25
1217060,822,358698,Messy44,"I am upgrading to five stars.  Just made again - this time with lemon mix.  This is a spectacular recipe because it is the easiest ever and the possibilities are endless.  I baked them 2 minutes longer than recommended and kept them smaller sothey got a little more crispy around the edges.  Going to frost them up with plain vanillla frosting.  Will add lemon peel next time.  Have also tried chocolate with mini chips - wonderful.  Previous review --Made with spice cake mix, walnuts and toffee bits. This one is as easy as it gets. Was worried that they might be a bit too cakey, but they firmed up nicely and did have a little crispness on the outside after cooling. Will try again with some of the other combinations suggested by other reviewers. Thanks for a super easy, very versatile recipe that will become a go-to. :]  Another one - used white mix, about 1 tsp almond extract, then added coconut and dark chocolate chips.  Sort of like a macaroon, or an Almond Joy.  Mmmmm.",05/12/2011 00:25:47,05/12/2011 00:25:47
1217149,1322,141590,JYS8955,Excellent cake. Made it for my son-in-laws birthday. Very moist & delicious. Big hit! Served with strawberries & the chocolate sauce. Didn't last long :),05/12/2011 13:54:23,05/12/2011 13:54:23
1217284,44,596418,KellysBelly,While I was pregnant i had a serious craving for a chicken dish my mom made when I was a little girl. I found this recipe and tried it and Bingo! I could have eaten it everyday after that. We poured it over puff pastry. Sooo good. Thank you,05/12/2011 19:36:32,05/12/2011 19:36:32
1217540,192,1537761,ObsessiveCompulsive,These scones were fab! They literally melt-in-mouth! TERRIFIC!,05/14/2011 11:32:51,05/14/2011 11:32:51
1217927,1552,1728240,Mr Sparkle,"This is a real find! I was a bit dubious when I read the ingredients and prep involved -- seemed way too simple, but when I tried one of the peppers after refrigeration the next day -- wow! Didn't use salt but added a pinch of fennel seed and mustard seeds because they fell out of the spice cupboard when I reached for the bay leaf. Seemed to work well but not strictly necessary. Thanks for posting the most surprisingly good recipe I've yet to try on this site.",05/16/2011 05:55:37,05/16/2011 05:55:37
1218434,1356,833516,Mandy ny,Made as written and they were good. Next time I made them I used 1/2 beef and 1/2 sausage and i used 1 can of rotel tomatoes and chili's. topped them with colby jack cheese! They were great! thanks for posting. will make often,05/17/2011 21:50:59,05/17/2011 21:50:59
1218549,645,416985,kellychris,This was DELICIOUS!! A great way to make lasagna better (and I didn't think that was possible)!! The family loved this! THANKS!,05/18/2011 16:01:48,05/18/2011 16:01:48
1219113,445,311926,Krista Smith,"I made these for a potluck tomorrow and they turned out wonderfully! I love rhubarb so I would have liked more rhubarb flavor out of them but to serve to others (most of whom probably aren't as big fans of rhubarb as I am) I think this is a wonderful combination of sweet and (just a bit) tart. They are somewhere between a cake and a bar and I think next time I make them, I may use more rhubarb in hopes of getting more 'juice' and making them more solid and bar-like. Either way, these are delicious and a wonderful way to enjoy my rhubarb!",05/21/2011 02:47:09,05/21/2011 02:47:09
1219409,550,427184,kelly in TO,Super easy!,05/23/2011 02:31:28,05/23/2011 02:31:28
1219787,1306,472275,Mmm..Spaghetti,"Like others I didn't have time to marinate over night.  I also didn't have fresh bell peppers, so I had to omit them. I added 1/4 tsp red pepper in place of the bell peppers. I dumped all other ingredients as listed into the skillet and cooked on high for 10 or 15 minutes, then drained as much of the fluid as I could. I put a little oil back in so it wouldn't stick and cooked over medium a few more minutes.  I thought this turned out pretty good, but my husband thought it was too spicy.  I gave it a 4 as a compromise. :)Thanks for sharing!",05/24/2011 03:35:06,05/24/2011 03:35:06
1219964,749,448004,Cheryls Home Cookin,Great reciepe!!! I ended up going with the no boil lasagna noodles (which I highly reccommend) instead of the zucchini slices. However I did use the zucchini.  I grated 3 zucchini and mixed it in with the tomatoes and seasonings.  I did add extra garlic and I did double the meat. After that I went accordingly to recipe.   My family and I loved it!  The kids (ages 7 and 4) did not notice that there was veggies in it!  Wahoo! :) Score!,05/25/2011 02:28:26,05/25/2011 02:28:26
1220357,200,1070987,Edesia,"This is really good; perfect for summer. Next time I will add a touch more sugar, but otherwise it was perfect. Just the recipe I was looking for. I topped it with a little bit of chopped cilantro. That really makes the flavors pop. Thanks for posting.",05/26/2011 14:18:47,05/26/2011 14:18:47
1221496,773,706690,Sonya 3,Excellent! <br/>Can't wait to make again.,05/30/2011 03:10:00,05/30/2011 03:10:00
1221981,916,1918369,shena4922,"OMG!!!  This was better than the fair if you ask me because, it was cheaper and you can make it any way you want. I didn't think it would come out this good. I will be making this at the next family function. I know it will be a hit!",05/27/2011 21:03:37,05/27/2011 21:03:37
1222116,1809,1160850,Calophi,"I left this in the oven for 40 minutes and if I'd left it in any longer the top would have burned. And yet, when I took it out, the middle was all watery still. I sat there for half an hour squeezing the moisture out of the grated zucchini, too. Maybe it needed more egg or less cream or something, I don't know, but it sure isn't edible this way.",05/29/2011 16:10:00,05/29/2011 16:10:00
1222205,445,1920761,jdorban,"Good taste, but needed significantly more rhubarb to balance out the other filling.  I put about 2-1/2 cups and I would put at least 4 cups in next time.  The surrounding batter was definitely sweet enough to handle it - I'm really surprised at folks who described this recipe as ""not sweet""... I also used butter instead of shortening.",05/30/2011 17:25:11,05/30/2011 17:25:11
1223019,536,1921136,adoubek09,Super easy to make!! Great taste!  My boyfriend loved it so much it was all gone in 2 days!! We however didn't put in any of the vegetables and left out the sage. This is something we will definitely be making again soon!!!,06/02/2011 17:23:07,06/02/2011 17:23:07
1223024,1940,1701315,under12parsecs,"DH and I threw this together when he was unexpectedly able to come home for lunch yesterday.  It came together in a matter of moments on a loaf of refrigerated french bread dough.  We drizzled the dough with garlic infused olive oil, layered on sliced garlic, cheeses, super ripe tomatoes, and fresh oregano, then baked as directed and sprinkled with kosher salt and fresh cracked pepper.  It was like we were back in our home town eating big ol' slices of ""Tomato Pie"" from our favorite local pizza place, NYP.  Thanks for an almost-forgotten taste of home, Dreamgoddess.  Made for ZWT7.",06/02/2011 19:29:36,06/02/2011 19:29:36
1223851,120,244432,lindieb,"I think I looked at every single recipe for carrot cake on this site, and narrowed it down to 4, in an effort to find one like my Mother used to make - then narrowed it to 2, - I chose this one over one that was almost identical, except this one used more flour, both had the exact same amount of oil (the other just seemed like it would be tooooo greasy!).  I have to say your recipe is perfection.  I made this for a baby's first birthday and used part of the batter in a little 6 inch pan for the baby (so she could maul it, which she did and it was adorable) - and put the remainder in a standard tube pan for the adults.  I had omitted the nuts because of the baby, but topped the large cake with toasted pecans. Everyone raved about it, and had 2nds.  People love to add all kinds of things to carrot cake (raisins, pineapple etc), and those are ok - but I really prefer the elegance and texture of your recipe.  I grated the carrots by hand (I really wish I owned a food processor), on the tiny tiny side, so basically had pulp - it works out to be about 3 heaping cups, if anyone needs that as comparison.  The texture of the cake was like velvet, very moist but not heavy, as this type of cake can be.  Obviously I can't say enough about how much we enjoyed it.  Thanks so much for posting it, and I'm sure I'll never again use any other carrot cake recipe... oh one more thing, this recipe is super easy and I think even a novice baker would have success.  The only thing that took any time at all, was grating the carrots, and if you have a food processor, that would only take a few minutes.  Ok, I'll shut up now, thanks again.",06/05/2011 21:55:33,06/05/2011 21:55:33
1224955,186,600146,Cindy-in-the-Kitchen,"Delicious!  This is amazing with vanilla ice cream. I made the cake exactly as the directions said, but I did add a bit more cocoa to the frosting and left out the nuts because my family isn't very wild on nuts.  I will make this again, and thanks for sharing with us!",06/09/2011 02:50:15,06/09/2011 02:50:15
1224956,167,307059,Lighthouse Rita,Enjoyed these stuffed mushrooms.  I tried them as written at first. They were okay.  Next I added a little cheese and a little garlic and enjoyed them more.  Thanks for sharing.,06/09/2011 02:51:09,06/09/2011 02:51:09
1226279,1633,1422300,pink cook,"I have made these delicious pancakes three times and my husband and i enjoyed them very much. They are very easy to make and their taste is incredible good with just 5 ingredients.<br/>I use Sprite, Splenda and Bisquick Heart Smart (or fat-free) and their flavor is still delicious and with a soft melting in your mouth texture, too. I serve them with slices of strawberries or bananas, a dollop of cool whip and just a drizzle of maple syrup on top. Mmmmmm....delicious...!!!. Thanks for posting this good recipe here in food.com, CeeDee.",06/14/2011 02:37:25,06/14/2011 02:37:25
1226992,607,140132,mommyoffour,"This is so yummy.  I made this last night and the little girl we had staying with us informed me that she doesn't like onions.  I told her to just try it when its done and see.  Well she was licking her bowl clean AND asking for seconds!!!  This does take some time, so plan ahead, but the results are fantastic.  We loved it.  I didn't use shredded swiss, I just laid a slice across the bowl and it formed a nice ""crust"" on top.  Thank you so much for this restaraunt quality soup.",06/16/2011 16:55:20,06/16/2011 16:55:20
1227405,607,1934142,rexngar,"I have been making this soup for over 20 years and have never found another recipe that even comes close.  It is time consuming but the results are amazing.  The only thing that I do differently is, instead of mixing the flour with a can of broth, I add the flour to the paprika, salt and papper and make a roux by adding the mix to the tenderized onions.  You need to stir constantly because you don't want the mixture to scorch or brown, but you do want to cook it long enough to get the flour taste to disappear.  The roux takes about 10-20 minutes of stirring to get all the flour incorporated with the onion liquid.  After the roux is ready, slowly start adding your liquid, stirring all the time.  The result is a smooth, rich texture.  No lumps and no flour taste.  If it is too thick for your liking, add another can of broth.<br/><br/>If you're really ambitious...make your own stock!  You will notice the difference.  No ""can"" taste, more flavor and healthier too!  Enjoy!",06/17/2011 19:37:27,06/17/2011 19:37:27
1227748,749,1061020,slobo80,It is a keeper. Needs more cheese and zucchini.,06/19/2011 04:50:04,06/19/2011 04:50:04
1227897,1149,652568,WyomingMoonDust,"Let me start by saying this is not the first cheesecake I made. I have always made the ones that take more sour cream then cheese and have to wait days to be able to even eat the thing. Those were always good and I always got compliments on them.<br/><br/> This one? OMG! The ease of this recipe had me in doubts as to what it would turn out like. I have to say this is the best so far cheesecake recipe I have ever made! The cheesecake taste, I think, better than the ones that takes days to cure without the long wait. I did make mine in the morning and it was ready for dinner dessert. <br/><br/>For those reviewers that read about someone having cracks, just use the humid box method of putting a pan of boiling water underneath the cake as it is baking. NEVER open the door or turn on the light until it's done baking. Follow those two simple steps and you won't have a crack one. <br/><br/>This recipe was well written and the results could speak for themselves if my family didn't devour the cake in one setting! Oh I used fat free everything and splenda and still this cake came out great. Also, do not use splenda for the strawberry syrup. It doesn't work... lol If you can't have sugar try using a strawberry crystal lite drink mix and double the water and use cornstarch as ClawDeeuh instructed.. it works very well.... <br/><br/>ClawDeeuh... I wish I could give this more stars! I am going to try to make this a base recipe for a German chocolate cheesecake next week will report back with how that goes.. lol Thank you again for a great recipe!",06/19/2011 20:54:52,06/19/2011 20:54:52
1228385,1322,1249676,Culinary Creationist,"I made this for my dad's birthday and was told it was amazing.... and it was! It wasn't too sweet or too moist, but it wasn't dry either. Oh so yummy. This is going to be my new go-to recipe for vanilla cake.",06/20/2011 20:49:46,06/20/2011 20:49:46
1230091,822,1940956,SylviannaP,"I love this recipe. It easy, fast, cheap and delicious.",06/26/2011 02:54:03,06/26/2011 02:54:03
1231216,456,1943764,kellieak,my favorite dal recipe.  the best,06/29/2011 03:04:45,06/29/2011 03:04:45
1231663,1559,1924722,lac92576,"What a tasty chicken! I usually just use a dry rub, then baste with the juices, but THIS brought the chicken to a whole new level! I used a few more garlic cloves than the recipe states and I only had Oregano, but other than that, I followed the recipe pretty much as is. At first, I thought the chicken would be TOO lemony, but after sampling a taste, I found it to be just right :) Given the specific flavour profile of this chicken, I ended up making the rest of the meal around it - lemony garlic Greek potatoes, and a Greek rice pilaf ^_^ Will make this chicken again...and again, and again...!!!",06/30/2011 04:44:38,06/30/2011 04:44:38
1231811,56,326787,True Texas,"This is a great pie, so simple and the taste is nothing too fancy or too sweet. An old fashioned favorite!",07/01/2011 04:44:10,07/01/2011 04:44:10
1232118,1078,224565,fred-kelly,"Great easy recipe! I used lemon juice instead on lime, because I didn't have any limes. I had to de-seed the jalapenos cause I'm pregnant and can't do the spicy thing right now, but will be sure to use them in the future cause I do love spicy salsa. I also adding a few more garlic cloves because the hummy and I luv garlic! Definately a keeper",07/02/2011 23:51:07,07/02/2011 23:51:07
1232208,1306,1058174,lovestocook 6,"This was just okay. I added 1 seeded, diced jalapeno pepper and still the flavor wasn't really there. I did marinate overnight as stated in the recipe. I cooked this on the grill in a grill basket. It just seemed to be lacking something.",07/03/2011 18:32:19,07/03/2011 18:32:19
1232488,1600,245915,Ridinthewind,Delish! I used blueberry pie filling- came out fantasitc for 4th of July picnic! Thanks for sharing~,07/05/2011 03:58:30,07/05/2011 03:58:30
1232514,1078,404573,Verochan,Tried this recipe because it was so close to mine with a few added ingredients and my family and I loved it. I followed it pretty closely with only exchanging the jalapenos for serrano chiles. I also didn't have sweet onion so I used yellow onion. Try it and you'll love it. So happy I tried it. It's my recipe but better. I think it's the oil that makes it better.,07/05/2011 06:54:40,07/05/2011 06:54:40
1234768,56,1952914,Nature_Inspired,"I can't really justly rate this as my ditzy self accidentally put an extra cup of sugar in! :) So of course, it turned out too sweet, but I still enjoyed it immensely. I think it would be perfect during winter to keep the chill off. Thanks for the recipe!",07/12/2011 18:01:57,07/12/2011 18:01:57
1235002,667,87236,truebrit,"These are awesome!  Absolutely scrumptious.  Taste like the authentic British crumpets I used to eat back home.  I prepared the batter in the bread machine, and used 1 packet (2 1/4 tsp.) of dried yeast instead of the compressed yeast.  I've made these twice now, and both times, they turned out GREAT!  They can be refrigerated or frozen, and then toasted.  Slather with butter, let it melt into the holes, then enjoy!!!<br/><br/>Edited to say that I've made these many times over the years, and they have never failed me!  It is the only recipe I'll use!  :)",07/14/2011 20:23:55,07/14/2011 20:23:55
1235660,1356,391048,DoveChocolatierinKY,"We grow bell peppers in our garden, and this was a perfect recipe to enjoy them. My family loved this recipe! Thank you for posting a keeper!",07/18/2011 01:10:36,07/18/2011 01:10:36
1236030,1005,499714,Magic Momma,"I am ONLY reviewing the SAUCE, I followed the recipe exactly. I used it for pizzas and the thick red canned tomato PASTE was all we could taste, we couldn't taste any of the seasoning. Sorry, I just can't give it more stars.",07/15/2011 14:42:33,07/15/2011 14:42:33
1236075,1078,1764362,gmanbw,"I tried this twice and loved it.  The second time I put my own spin.  I roasted and peeled the tomatoes and peppers.  I also seeded the peppers (using food service gloves).  I use a chopper for everything but the tomatoes.  For my personal taste, the second time I added 1.5 tablespoons of cidar venegar to round out the flavor.<br/>In a hurry you can add 1 can diced tomatoes which works well.  This is a keeper.",07/16/2011 21:34:36,07/16/2011 21:34:36
